0,1
"b'the rock is destined to be the 21st century\'s new "" conan "" and that he\'s going to make a splash even greater than arnold schwarzenegger , jean-claud van damme or steven segal . \r\n'",1
"b'the gorgeously elaborate continuation of "" the lord of the rings "" trilogy is so huge that a column of words cannot adequately describe co-writer/director peter jackson\'s expanded vision of j . r . r . tolkien\'s middle-earth . \r\n'",1
b'effective but too-tepid biopic\r\n',1
"b'if you sometimes like to go to the movies to have fun , wasabi is a good place to start . \r\n'",1
"b""emerges as something rare , an issue movie that's so honest and keenly observed that it doesn't feel like one . \r\n""",1
b'the film provides some great insight into the neurotic mindset of all comics -- even those who have reached the absolute top of the game . \r\n',1
b'offers that rare combination of entertainment and education . \r\n',1
b'perhaps no picture ever made has more literally showed that the road to hell is paved with good intentions . \r\n',1
"b""steers turns in a snappy screenplay that curls at the edges ; it's so clever you want to hate it . but he somehow pulls it off . \r\n""",1
b'take care of my cat offers a refreshingly different slice of asian cinema . \r\n',1
"b'this is a film well worth seeing , talking and singing heads and all . \r\n'",1
b'what really surprises about wisegirls is its low-key quality and genuine tenderness . \r\n',1
"b' ( wendigo is ) why we go to the cinema : to be fed through the eye , the heart , the mind . \r\n'",1
"b'one of the greatest family-oriented , fantasy-adventure movies ever . \r\n'",1
"b'ultimately , it ponders the reasons we need stories so much . \r\n'",1
"b""an utterly compelling 'who wrote it' in which the reputation of the most famous author who ever lived comes into question . \r\n""",1
b'illuminating if overly talky documentary . \r\n',1
b'a masterpiece four years in the making . \r\n',1
"b""the movie's ripe , enrapturing beauty will tempt those willing to probe its inscrutable mysteries . \r\n""",1
b'offers a breath of the fresh air of true sophistication . \r\n',1
"b'a thoughtful , provocative , insistently humanizing film . \r\n'",1
"b'with a cast that includes some of the top actors working in independent film , lovely & amazing involves us because it is so incisive , so bleakly amusing about how we go about our lives . \r\n'",1
b'a disturbing and frighteningly evocative assembly of imagery and hypnotic music composed by philip glass . \r\n',1
"b""not for everyone , but for those with whom it will connect , it's a nice departure from standard moviegoing fare . \r\n""",1
b'scores a few points for doing what it does with a dedicated and good-hearted professionalism . \r\n',1
"b""occasionally melodramatic , it's also extremely effective . \r\n""",1
b'spiderman rocks\r\n',1
b'an idealistic love story that brings out the latent 15-year-old romantic in everyone . \r\n',1
"b""at about 95 minutes , treasure planet maintains a brisk pace as it races through the familiar story . however , it lacks grandeur and that epic quality often associated with stevenson's tale as well as with earlier disney efforts . \r\n""",1
b'it helps that lil bow wow . . . tones down his pint-sized gangsta act to play someone who resembles a real kid . \r\n',1
"b'guaranteed to move anyone who ever shook , rattled , or rolled . \r\n'",1
"b'a masterful film from a master filmmaker , unique in its deceptive grimness , compelling in its fatalist worldview . \r\n'",1
"b'light , cute and forgettable . \r\n'",1
"b""if there's a way to effectively teach kids about the dangers of drugs , i think it's in projects like the ( unfortunately r-rated ) paid . \r\n""",1
"b""while it would be easy to give crush the new title of two weddings and a funeral , it's a far more thoughtful film than any slice of hugh grant whimsy . \r\n""",1
"b'though everything might be literate and smart , it never took off and always seemed static . \r\n'",1
"b""cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafes that permeate vincent's days\r\n""",1
"b'ms . fulford-wierzbicki is almost spooky in her sulky , calculating lolita turn . \r\n'",1
"b'though it is by no means his best work , laissez-passer is a distinguished and distinctive effort by a bona-fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them . \r\n'",1
"b'like most bond outings in recent years , some of the stunts are so outlandish that they border on being cartoonlike . a heavy reliance on cgi technology is beginning to creep into the series . \r\n'",1
"b'newton draws our attention like a magnet , and acts circles around her better known co-star , mark wahlberg . \r\n'",1
"b""the story loses its bite in a last-minute happy ending that's even less plausible than the rest of the picture . much of the way , though , this is a refreshingly novel ride . \r\n""",1
b'fuller would surely have called this gutsy and at times exhilarating movie a great yarn . \r\n',1
"b""'compleja e intelectualmente retadora , el ladr\xf3n de orqu\xeddeas es uno de esos filmes que vale la pena ver precisamente por su originalidad . '\r\n""",1
b'the film makes a strong case for the importance of the musicians in creating the motown sound . \r\n',1
"b'karmen moves like rhythm itself , her lips chanting to the beat , her long , braided hair doing little to wipe away the jeweled beads of sweat . \r\n'",1
b'gosling provides an amazing performance that dwarfs everything else in the film . \r\n',1
"b""a real movie , about real people , that gives us a rare glimpse into a culture most of us don't know . \r\n""",1
b'tender yet lacerating and darkly funny fable . \r\n',1
"b""may be spoofing an easy target -- those old '50's giant creature features -- but . . . it acknowledges and celebrates their cheesiness as the reason why people get a kick out of watching them today . \r\n""",1
"b""an engaging overview of johnson's eccentric career . \r\n""",1
"b'in its ragged , cheap and unassuming way , the movie works . \r\n'",1
"b""some actors have so much charisma that you'd be happy to listen to them reading the phone book . hugh grant and sandra bullock are two such likeable actors . \r\n""",1
"b'sandra nettelbeck beautifully orchestrates the transformation of the chilly , neurotic , and self-absorbed martha as her heart begins to open . \r\n'",1
"b'behind the snow games and lovable siberian huskies ( plus one sheep dog ) , the picture hosts a parka-wrapped dose of heart . \r\n'",1
"b'everytime you think undercover brother has run out of steam , it finds a new way to surprise and amuse . \r\n'",1
"b'manages to be original , even though it rips off many of its ideas . \r\n'",1
"b'singer/composer bryan adams contributes a slew of songs \x97 a few potential hits , a few more simply intrusive to the story \x97 but the whole package certainly captures the intended , er , spirit of the piece . \r\n'",1
"b""you'd think by now america would have had enough of plucky british eccentrics with hearts of gold . yet the act is still charming here . \r\n""",1
"b'whether or not you\'re enlightened by any of derrida\'s lectures on "" the other "" and "" the self , "" derrida is an undeniably fascinating and playful fellow . \r\n'",1
"b'a pleasant enough movie , held together by skilled ensemble actors . \r\n'",1
"b""this is the best american movie about troubled teens since 1998's whatever . \r\n""",1
"b""disney has always been hit-or-miss when bringing beloved kids' books to the screen . . . tuck everlasting is a little of both . \r\n""",1
b'just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is astonishing . \r\n',1
"b'the animated subplot keenly depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense . \r\n'",1
b'the invincible werner herzog is alive and well and living in la\r\n',1
"b'morton is a great actress portraying a complex character , but morvern callar grows less compelling the farther it meanders from its shocking start . \r\n'",1
b'part of the charm of satin rouge is that it avoids the obvious with humour and lightness . \r\n',1
b'son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness . \r\n',1
b'a simmering psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them . \r\n',1
"b'a taut , intelligent psychological drama . \r\n'",1
"b""a compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother's hold over her . \r\n""",1
"b'a truly moving experience , and a perfect example of how art -- when done right -- can help heal , clarify , and comfort . \r\n'",1
"b'this delicately observed story , deeply felt and masterfully stylized , is a triumph for its maverick director . \r\n'",1
b'at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance . \r\n',1
"b""the appearance of treebeard and gollum's expanded role will either have you loving what you're seeing , or rolling your eyes . i loved it ! gollum's 'performance' is incredible ! \r\n""",1
"b'a screenplay more ingeniously constructed than "" memento "" \r\n'",1
"b""if this movie were a book , it would be a page-turner , you can't wait to see what happens next . \r\n""",1
b'haneke challenges us to confront the reality of sexual aberration . \r\n',1
b'absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way . \r\n',1
"b""it's the best film of the year so far , the benchmark against which all other best picture contenders should be measured . \r\n""",1
"b""painful to watch , but viewers willing to take a chance will be rewarded with two of the year's most accomplished and riveting film performances . \r\n""",1
"b'this is a startling film that gives you a fascinating , albeit depressing view of iranian rural life close to the iraqi border . \r\n'",1
b'an imaginative comedy/thriller . \r\n',1
"b'a few artsy flourishes aside , narc is as gritty as a movie gets these days . \r\n'",1
"b'while the isle is both preposterous and thoroughly misogynistic , its vistas are incredibly beautiful to look at . \r\n'",1
"b""together , tok and o orchestrate a buoyant , darkly funny dance of death . in the process , they demonstrate that there's still a lot of life in hong kong cinema . \r\n""",1
"b'director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english-language movie , the overpraised elizabeth . \r\n'",1
"b'the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes . \r\n'",1
"b""a sports movie with action that's exciting on the field and a story you care about off it . \r\n""",1
"b""doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie's spycraft and uses damon's ability to be focused and sincere . \r\n""",1
b'the tenderness of the piece is still intact . \r\n',1
"b'katz uses archival footage , horrifying documents of lynchings , still photographs and charming old reel-to-reel recordings of meeropol entertaining his children to create his song history , but most powerful of all is the song itself\r\n'",1
